transcript_10 scaffold_0 6 GL831247.1 17
transcript_20713 scaffold_322 19 GL831385.1 27
transcript_20715 scaffold_322 20 GL831385.1 26
transcript_20716 scaffold_322 21 GL831385.1 25
transcript_20719 scaffold_322 22 GL831385.1 24
transcript_20721 scaffold_322 23 GL831385.1 22
transcript_20721 scaffold_322 23 GL831369.1 23
transcript_20725 scaffold_322 24 GL831168.1 173
transcript_20725 scaffold_322 24 GL831385.1 21
transcript_20726 scaffold_322 25 GL831168.1 170
transcript_20726 scaffold_322 25 GL831385.1 19
transcript_20726 scaffold_322 25 GL831150.1 196
transcript_20727 scaffold_322 26 GL831385.1 18
transcript_20729 scaffold_322 27 GL831385.1 17
transcript_20731 scaffold_322 28 GL831385.1 16
transcript_20734 scaffold_322 29 GL831385.1 15
transcript_20737 scaffold_322 30 GL831385.1 13
transcript_20738 scaffold_322 31 GL831277.1 0
transcript_20738 scaffold_322 31 GL831898.1 1
transcript_20738 scaffold_322 31 GL831427.1 11
transcript_20738 scaffold_322 31 GL831389.1 18
transcript_20738 scaffold_322 31 GL831251.1 75
transcript_20739 scaffold_322 32 GL831385.1 12
transcript_20740 scaffold_322 33 GL831385.1 11
transcript_20743 scaffold_322 34 GL831385.1 10
transcript_20745 scaffold_322 35 GL831385.1 9
transcript_20749 scaffold_322 36 GL831385.1 8
transcript_20750 scaffold_322 37 GL831385.1 7
transcript_20751 scaffold_322 38 GL831385.1 6
transcript_20753 scaffold_322 39 GL831385.1 5
transcript_20759 scaffold_323 0 GL831236.1 71
transcript_20760 scaffold_323 1 GL831236.1 72
transcript_20760 scaffold_323 1 GL831236.1 74
transcript_20760 scaffold_323 1 GL831236.1 76
transcript_20761 scaffold_323 2 GL831236.1 77
transcript_20761 scaffold_323 2 GL831236.1 79
transcript_20762 scaffold_323 3 GL831395.1 3
transcript_20762 scaffold_323 3 GL831245.1 32
transcript_20762 scaffold_323 3 GL831133.1 371
transcript_20762 scaffold_323 3 GL831236.1 80
transcript_20762 scaffold_323 3 GL831236.1 84
transcript_20762 scaffold_323 3 GL831236.1 86
transcript_20762 scaffold_323 3 GL831223.1 88
transcript_20763 scaffold_323 4 GL831230.1 13
transcript_20763 scaffold_323 4 GL831236.1 87
transcript_20768 scaffold_323 5 GL831236.1 89
transcript_20770 scaffold_323 6 GL831236.1 90
transcript_20772 scaffold_323 7 GL831236.1 91
transcript_20778 scaffold_323 8 GL831236.1 93
transcript_20778 scaffold_323 8 GL831236.1 95
transcript_20779 scaffold_323 9 GL831236.1 96
transcript_20780 scaffold_323 10 GL831143.1 384
transcript_20780 scaffold_323 10 GL831236.1 97
transcript_20781 scaffold_323 11 AERX01076641.2 1
transcript_20781 scaffold_323 11 GL831552.1 14
transcript_20781 scaffold_323 11 GL831151.1 252
transcript_20781 scaffold_323 11 GL831151.1 258
transcript_20781 scaffold_323 11 GL831771.1 3
transcript_20781 scaffold_323 11 GL831236.1 98
transcript_20782 scaffold_323 12 GL831236.1 99
transcript_20784 scaffold_323 13 GL831236.1 100
transcript_20787 scaffold_323 14 GL831236.1 101
transcript_20788 scaffold_323 15 GL831236.1 102
transcript_20792 scaffold_323 16 GL831236.1 103
transcript_20793 scaffold_323 17 GL831236.1 104
transcript_20794 scaffold_323 18 GL831236.1 105
transcript_20795 scaffold_323 19 GL831236.1 106
transcript_20796 scaffold_323 20 GL831236.1 107
transcript_20797 scaffold_323 21 GL831236.1 109
transcript_20798 scaffold_323 22 GL831236.1 110
transcript_20799 scaffold_323 23 GL831236.1 111
transcript_20799 scaffold_323 23 GL831236.1 113
transcript_20799 scaffold_323 23 GL831236.1 115
transcript_20799 scaffold_323 23 GL831145.1 43
transcript_20800 scaffold_323 24 GL831236.1 116
transcript_20802 scaffold_323 25 GL831236.1 118
transcript_20802 scaffold_323 25 GL831180.1 122
transcript_20803 scaffold_323 26 GL831236.1 119
transcript_20804 scaffold_323 27 GL831236.1 120
transcript_20804 scaffold_323 27 GL831166.1 182
transcript_20804 scaffold_323 27 GL831813.1 2
transcript_20804 scaffold_323 27 GL831135.1 303
transcript_20804 scaffold_323 27 GL831282.1 60
transcript_20805 scaffold_324 0 GL831211.1 195
transcript_20806 scaffold_324 1 GL831211.1 197
transcript_20807 scaffold_324 2 GL831475.1 16
transcript_20807 scaffold_324 2 GL831211.1 198
transcript_20807 scaffold_324 2 GL831211.1 200
transcript_20807 scaffold_324 2 GL831211.1 202
transcript_20808 scaffold_324 3 GL831211.1 203
transcript_20809 scaffold_324 4 GL831211.1 204
transcript_2081 scaffold_107 25 GL831206.1 158
transcript_20811 scaffold_324 5 AERX01075722.2 1
transcript_20811 scaffold_324 5 GL831156.1 174
transcript_20811 scaffold_324 5 GL831197.1 176
transcript_20811 scaffold_324 5 GL831211.1 205
transcript_20811 scaffold_324 5 GL832028.1 5
transcript_20812 scaffold_324 6 GL831211.1 227
transcript_20813 scaffold_324 7 GL831211.1 228
transcript_20814 scaffold_324 8 GL831211.1 229
transcript_20815 scaffold_324 9 GL831211.1 231
transcript_20816 scaffold_324 10 GL831211.1 233
transcript_20817 scaffold_324 11 GL831303.1 2
transcript_20817 scaffold_324 11 GL831211.1 247
transcript_20817 scaffold_324 11 GL831144.1 306
transcript_20818 scaffold_324 12 GL831211.1 248
transcript_20819 scaffold_324 13 GL832022.1 0
transcript_20819 scaffold_324 13 GL831301.1 14
transcript_20819 scaffold_324 13 GL831162.1 224
transcript_20819 scaffold_324 13 GL831211.1 249
transcript_20819 scaffold_324 13 GL831211.1 253
transcript_20819 scaffold_324 13 GL831149.1 393
transcript_2082 scaffold_107 26 GL831206.1 159
transcript_20820 scaffold_324 14 GL831211.1 254
transcript_20820 scaffold_324 14 GL831211.1 272
transcript_20823 scaffold_324 15 GL831211.1 273
transcript_20824 scaffold_324 16 GL831211.1 274
transcript_20825 scaffold_324 17 GL831211.1 275
transcript_20826 scaffold_324 18 GL831211.1 276
transcript_20829 scaffold_325 0 GL831250.1 58
transcript_20829 scaffold_325 0 GL831177.1 6
transcript_20830 scaffold_325 1 GL831250.1 56
transcript_20830 scaffold_325 1 GL831177.1 7
transcript_20831 scaffold_325 2 GL831190.1 11
transcript_20831 scaffold_325 2 GL831151.1 155
transcript_20831 scaffold_325 2 GL831209.1 19
transcript_20831 scaffold_325 2 GL831181.1 200
transcript_20831 scaffold_325 2 GL831200.1 217
transcript_20831 scaffold_325 2 GL831190.1 287
transcript_20831 scaffold_325 2 GL831151.1 349
transcript_20831 scaffold_325 2 GL831190.1 548
transcript_20831 scaffold_325 2 GL831190.1 622
transcript_20831 scaffold_325 2 GL831190.1 695
transcript_20832 scaffold_325 3 GL831177.1 11
transcript_20832 scaffold_325 3 GL831200.1 111
transcript_20832 scaffold_325 3 GL831181.1 122
transcript_20832 scaffold_325 3 GL831177.1 13
transcript_20832 scaffold_325 3 GL831151.1 175
transcript_20832 scaffold_325 3 GL831181.1 246
transcript_20832 scaffold_325 3 GL831151.1 303
transcript_20832 scaffold_325 3 GL831200.1 322
transcript_20832 scaffold_325 3 GL831151.1 411
transcript_20832 scaffold_325 3 GL831181.1 453
transcript_20832 scaffold_325 3 GL831133.1 487
transcript_20832 scaffold_325 3 GL831151.1 499
transcript_20832 scaffold_325 3 GL831181.1 529
transcript_20832 scaffold_325 3 GL831133.1 542
transcript_20832 scaffold_325 3 GL831133.1 607
transcript_20832 scaffold_325 3 GL831133.1 629
transcript_20832 scaffold_325 3 GL831133.1 671
transcript_20832 scaffold_325 3 GL831133.1 701
transcript_20833 scaffold_325 4 GL831250.1 54
transcript_20834 scaffold_325 5 GL831151.1 150
transcript_20834 scaffold_325 5 GL831177.1 16
transcript_20834 scaffold_325 5 GL831177.1 18
transcript_20834 scaffold_325 5 GL831177.1 206
transcript_20834 scaffold_325 5 GL831181.1 209
transcript_20834 scaffold_325 5 GL831200.1 218
transcript_20834 scaffold_325 5 GL831181.1 303
transcript_20834 scaffold_325 5 GL831151.1 350
transcript_20834 scaffold_325 5 GL831151.1 387
transcript_20834 scaffold_325 5 GL831181.1 418
transcript_20834 scaffold_325 5 GL831181.1 465
transcript_20834 scaffold_325 5 GL831175.1 63
transcript_20835 scaffold_325 6 GL831177.1 30
transcript_20835 scaffold_325 6 GL831177.1 32
transcript_20837 scaffold_325 7 GL831177.1 36
transcript_2084 scaffold_107 27 GL831206.1 160
transcript_20841 scaffold_325 8 GL831271.1 15
transcript_20841 scaffold_325 8 GL831271.1 17
transcript_20841 scaffold_325 8 GL831271.1 19
transcript_20842 scaffold_326 0 GL831206.1 39
transcript_20843 scaffold_326 1 GL831206.1 40
transcript_20844 scaffold_326 2 GL831206.1 41
transcript_20845 scaffold_326 3 GL831206.1 42
transcript_20846 scaffold_326 4 GL831206.1 43
transcript_20847 scaffold_326 5 GL831139.1 377
transcript_20847 scaffold_326 5 GL831139.1 379
transcript_20847 scaffold_326 5 GL831144.1 511
transcript_20847 scaffold_326 5 GL831200.1 53
transcript_20847 scaffold_326 5 GL831346.1 55
transcript_20847 scaffold_326 5 GL831279.1 86
transcript_20854 scaffold_326 6 GL831139.1 375
transcript_20855 scaffold_326 7 GL831139.1 374
transcript_20856 scaffold_326 8 GL831139.1 373
transcript_20857 scaffold_326 9 GL831139.1 372
transcript_20858 scaffold_326 10 GL831139.1 370
transcript_20859 scaffold_326 11 GL831139.1 342
transcript_20859 scaffold_326 11 GL831139.1 358
transcript_2086 scaffold_107 28 GL831292.1 242
transcript_2086 scaffold_107 28 GL831292.1 244
transcript_2086 scaffold_107 28 GL831840.1 4
transcript_20861 scaffold_326 12 GL831139.1 341
transcript_20862 scaffold_326 13 GL831139.1 340
transcript_20865 scaffold_326 14 GL831139.1 339
transcript_20866 scaffold_326 15 GL831139.1 336
transcript_20866 scaffold_326 15 GL831139.1 338
transcript_20866 scaffold_326 15 GL831150.1 71
transcript_20867 scaffold_326 16 GL831139.1 335
transcript_20868 scaffold_326 17 GL831139.1 331
transcript_20868 scaffold_326 17 GL831139.1 333
transcript_20869 scaffold_326 18 GL831139.1 330
transcript_20870 scaffold_326 19 GL831139.1 329
transcript_20874 scaffold_326 20 GL831139.1 328
transcript_20875 scaffold_326 21 GL831139.1 327
transcript_20876 scaffold_327 0 GL831218.1 118
transcript_20877 scaffold_327 1 GL831218.1 117
transcript_20880 scaffold_327 2 GL831218.1 116
transcript_20881 scaffold_327 3 GL831218.1 115
transcript_20882 scaffold_327 4 GL831218.1 114
transcript_20883 scaffold_327 5 GL831218.1 113
transcript_20884 scaffold_327 6 GL831218.1 112
transcript_20885 scaffold_327 7 GL831218.1 0
transcript_20885 scaffold_327 7 GL831218.1 111
transcript_20885 scaffold_327 7 GL831220.1 142
transcript_20885 scaffold_327 7 GL831207.1 145
transcript_20885 scaffold_327 7 GL831204.1 223
transcript_20885 scaffold_327 7 GL831220.1 313
transcript_20885 scaffold_327 7 GL831447.1 78
transcript_20885 scaffold_327 7 GL831220.1 80
transcript_20886 scaffold_327 8 GL831218.1 110
transcript_20887 scaffold_327 9 GL831218.1 107
transcript_20888 scaffold_327 10 GL831218.1 106
transcript_20889 scaffold_327 11 GL831218.1 105
transcript_20891 scaffold_327 12 GL831218.1 104
transcript_20896 scaffold_327 13 AERX01076527.2 0
transcript_20896 scaffold_327 13 GL831218.1 103
transcript_20897 scaffold_327 14 GL831218.1 102
transcript_20899 scaffold_327 15 GL831218.1 101
transcript_2090 scaffold_1070 0 GL831363.1 23
transcript_20900 scaffold_327 16 GL831218.1 100
transcript_20901 scaffold_327 17 GL831218.1 99
transcript_20902 scaffold_327 18 GL831218.1 98
transcript_20905 scaffold_327 19 GL831321.1 31
transcript_20905 scaffold_327 19 GL831218.1 97
transcript_20908 scaffold_327 20 GL831465.1 12
transcript_20908 scaffold_327 20 GL831153.1 160
transcript_20908 scaffold_327 20 GL831159.1 163
transcript_20908 scaffold_327 20 GL831159.1 175
transcript_20908 scaffold_327 20 GL831188.1 203
transcript_20908 scaffold_327 20 GL831188.1 214
transcript_20908 scaffold_327 20 GL831137.1 321
transcript_20908 scaffold_327 20 GL831137.1 706
transcript_20908 scaffold_327 20 GL831137.1 714
transcript_20909 scaffold_327 21 GL831218.1 96
transcript_20911 scaffold_327 22 GL831218.1 95
transcript_20912 scaffold_327 23 GL831218.1 94
transcript_20915 scaffold_327 24 GL831218.1 93
transcript_20918 scaffold_327 25 GL831218.1 92
transcript_20920 scaffold_327 26 GL831218.1 91
transcript_20922 scaffold_327 27 GL831218.1 90
transcript_20925 scaffold_327 28 GL831218.1 89
transcript_20926 scaffold_327 29 GL831218.1 88
transcript_20927 scaffold_327 30 GL831218.1 87
transcript_20928 scaffold_327 31 GL831218.1 86
transcript_20929 scaffold_327 32 GL831218.1 85
transcript_2093 scaffold_1070 1 GL831363.1 24
transcript_20930 scaffold_328 0 GL831135.1 544
transcript_20931 scaffold_328 1 GL831135.1 543
transcript_20935 scaffold_328 2 GL831135.1 542
transcript_20939 scaffold_328 3 GL831322.1 13
transcript_20939 scaffold_328 3 GL831170.1 157
transcript_20939 scaffold_328 3 GL831164.1 351
transcript_20939 scaffold_328 3 GL831438.1 5
transcript_20939 scaffold_328 3 GL831146.1 505
transcript_2094 scaffold_1070 2 GL831363.1 25
transcript_20940 scaffold_328 4 GL831318.1 63
transcript_20943 scaffold_328 5 GL831190.1 249
transcript_20943 scaffold_328 5 GL831318.1 62
transcript_20947 scaffold_328 6 GL831318.1 61
transcript_20949 scaffold_328 7 GL831318.1 57
transcript_20949 scaffold_328 7 GL831318.1 60
transcript_2095 scaffold_1070 3 GL831363.1 27
transcript_2095 scaffold_1070 3 GL831363.1 29
transcript_20950 scaffold_328 8 GL831318.1 56
transcript_20951 scaffold_328 9 GL831318.1 55
transcript_20952 scaffold_328 10 GL831318.1 54
transcript_20953 scaffold_328 11 GL831318.1 43
transcript_20953 scaffold_328 11 GL831318.1 45
transcript_20953 scaffold_328 11 GL831318.1 47
transcript_20953 scaffold_328 11 GL831318.1 49
transcript_20953 scaffold_328 11 GL831318.1 52
transcript_20953 scaffold_328 11 GL831344.1 64
transcript_20953 scaffold_328 11 GL831344.1 67
transcript_20953 scaffold_328 11 GL831344.1 70
transcript_20953 scaffold_328 11 GL831344.1 72
transcript_20954 scaffold_328 12 GL831318.1 36
transcript_20954 scaffold_328 12 GL831318.1 39
transcript_20954 scaffold_328 12 GL831318.1 41
transcript_20954 scaffold_328 12 GL831344.1 74
transcript_20954 scaffold_328 12 GL831344.1 76
transcript_20955 scaffold_328 13 GL831318.1 17
transcript_20955 scaffold_328 13 GL831318.1 19
transcript_20955 scaffold_328 13 GL831318.1 21
transcript_20955 scaffold_328 13 GL831318.1 23
transcript_20955 scaffold_328 13 GL831318.1 25
transcript_20955 scaffold_328 13 GL831318.1 27
transcript_20955 scaffold_328 13 GL831344.1 85
transcript_20955 scaffold_328 13 GL831344.1 87
transcript_20955 scaffold_328 13 GL831344.1 89
transcript_20955 scaffold_328 13 GL831344.1 91
transcript_20956 scaffold_328 14 GL831318.1 16
transcript_20959 scaffold_328 15 GL831318.1 15
transcript_20960 scaffold_328 16 GL831318.1 12
transcript_20960 scaffold_328 16 GL831318.1 14
transcript_20961 scaffold_328 17 GL831318.1 11
transcript_20962 scaffold_328 18 GL831318.1 10
transcript_20962 scaffold_328 18 GL831141.1 11
transcript_20962 scaffold_328 18 GL831141.1 154
transcript_20962 scaffold_328 18 GL831170.1 203
transcript_20962 scaffold_328 18 GL831170.1 207
transcript_20962 scaffold_328 18 GL831190.1 236
transcript_20962 scaffold_328 18 GL831170.1 255
transcript_20962 scaffold_328 18 GL831318.1 64
transcript_20962 scaffold_328 18 GL831318.1 8
transcript_20962 scaffold_328 18 GL831141.1 80
transcript_20962 scaffold_328 18 GL831344.1 94
transcript_20968 scaffold_328 19 GL831886.1 4
transcript_20968 scaffold_328 19 GL831886.1 6
transcript_20971 scaffold_328 20 GL831886.1 0
transcript_20977 scaffold_328 21 GL831551.1 10
transcript_20977 scaffold_328 21 GL831162.1 104
transcript_20977 scaffold_328 21 GL831162.1 114
transcript_20977 scaffold_328 21 GL831440.1 116
transcript_20977 scaffold_328 21 GL831551.1 12
transcript_20977 scaffold_328 21 GL831162.1 127
transcript_20977 scaffold_328 21 GL831162.1 129
transcript_20977 scaffold_328 21 GL831162.1 13
transcript_20977 scaffold_328 21 GL831162.1 140
transcript_20977 scaffold_328 21 GL831440.1 149
transcript_20977 scaffold_328 21 GL831162.1 157
transcript_20977 scaffold_328 21 GL831440.1 158
transcript_20977 scaffold_328 21 GL831351.1 18
transcript_20977 scaffold_328 21 GL831162.1 191
transcript_20977 scaffold_328 21 GL832040.1 2
transcript_20977 scaffold_328 21 GL831440.1 207
transcript_20977 scaffold_328 21 GL831162.1 208
transcript_20977 scaffold_328 21 GL831440.1 215
transcript_20977 scaffold_328 21 GL831551.1 22
transcript_20977 scaffold_328 21 GL831440.1 226
transcript_20977 scaffold_328 21 GL831440.1 233
transcript_20977 scaffold_328 21 GL831551.1 27
transcript_20977 scaffold_328 21 GL831162.1 29
transcript_20977 scaffold_328 21 GL831551.1 30
transcript_20977 scaffold_328 21 GL831351.1 33
transcript_20977 scaffold_328 21 GL831440.1 38
transcript_20977 scaffold_328 21 GL831551.1 4
transcript_20977 scaffold_328 21 GL831351.1 46
transcript_20977 scaffold_328 21 GL831440.1 48
transcript_20977 scaffold_328 21 GL831351.1 49
transcript_20977 scaffold_328 21 GL831440.1 51
transcript_20977 scaffold_328 21 GL831351.1 57
transcript_20977 scaffold_328 21 GL831551.1 7
transcript_20977 scaffold_328 21 GL831351.1 71
transcript_20977 scaffold_328 21 GL831440.1 9
transcript_20977 scaffold_328 21 GL831440.1 91
transcript_20977 scaffold_328 21 GL831162.1 94
transcript_20978 scaffold_328 22 GL831405.1 120
transcript_20978 scaffold_328 22 GL831440.1 201
transcript_20978 scaffold_328 22 GL831343.1 68
transcript_20978 scaffold_328 22 GL831460.1 7
transcript_20979 scaffold_328 23 GL831136.1 365
transcript_20981 scaffold_328 24 GL831836.1 0
transcript_20981 scaffold_328 24 GL831836.1 1
transcript_20981 scaffold_328 24 GL831140.1 103
transcript_20981 scaffold_328 24 GL831162.1 106
transcript_20981 scaffold_328 24 GL831162.1 119
transcript_20981 scaffold_328 24 GL831460.1 12
transcript_20981 scaffold_328 24 GL831162.1 132
transcript_20981 scaffold_328 24 GL831162.1 142
transcript_20981 scaffold_328 24 GL831162.1 149
transcript_20981 scaffold_328 24 GL831162.1 154
transcript_20981 scaffold_328 24 GL831162.1 161
transcript_20981 scaffold_328 24 GL831162.1 165
transcript_20981 scaffold_328 24 GL831162.1 185
transcript_20981 scaffold_328 24 GL831460.1 19
transcript_20981 scaffold_328 24 GL831162.1 195
transcript_20981 scaffold_328 24 GL831162.1 199
transcript_20981 scaffold_328 24 GL831162.1 2
transcript_20981 scaffold_328 24 GL831162.1 204
transcript_20981 scaffold_328 24 GL831460.1 21
transcript_20981 scaffold_328 24 GL831460.1 3
transcript_20981 scaffold_328 24 GL831162.1 33
transcript_20981 scaffold_328 24 GL831162.1 41
transcript_20981 scaffold_328 24 GL831162.1 51
transcript_20981 scaffold_328 24 GL831162.1 61
transcript_20981 scaffold_328 24 GL831162.1 65
transcript_20981 scaffold_328 24 GL831162.1 69
transcript_20981 scaffold_328 24 GL831162.1 7
transcript_20981 scaffold_328 24 GL831316.1 81
transcript_20981 scaffold_328 24 GL831162.1 85
transcript_20981 scaffold_328 24 GL831316.1 89
transcript_20981 scaffold_328 24 GL831460.1 9
transcript_20981 scaffold_328 24 GL831316.1 97
transcript_20981 scaffold_328 24 GL831162.1 98
transcript_20982 scaffold_328 25 GL831749.1 1
transcript_20982 scaffold_328 25 GL831292.1 34
transcript_20982 scaffold_328 25 GL831405.1 9
transcript_20982 scaffold_328 25 GL831576.1 9
transcript_20982 scaffold_328 25 GL831405.1 90
transcript_20986 scaffold_328 26 GL831381.1 61
transcript_2099 scaffold_1070 4 GL831363.1 30
transcript_20991 scaffold_328 27 GL831381.1 62
transcript_20991 scaffold_328 27 GL831381.1 64
transcript_20992 scaffold_328 28 GL831381.1 66
transcript_20993 scaffold_328 29 GL831381.1 67
transcript_20997 scaffold_328 30 GL831195.1 12
transcript_21 scaffold_0 13 GL831247.1 23
transcript_2100 scaffold_1070 5 GL831363.1 31
transcript_21004 scaffold_328 31 GL831381.1 60
transcript_21010 scaffold_328 32 GL831381.1 58
transcript_21014 scaffold_329 0 GL831141.1 65
transcript_21016 scaffold_329 1 GL831141.1 67
transcript_21016 scaffold_329 1 GL831308.1 72
transcript_2102 scaffold_1071 0 GL831382.1 12
transcript_2102 scaffold_1071 0 GL831382.1 14
transcript_2102 scaffold_1071 0 GL831603.1 16
transcript_2102 scaffold_1071 0 GL831870.1 16
transcript_2102 scaffold_1071 0 GL831603.1 20
transcript_2102 scaffold_1071 0 GL831870.1 21
transcript_2102 scaffold_1071 0 GL831603.1 26
transcript_2102 scaffold_1071 0 GL831603.1 32
transcript_2102 scaffold_1071 0 GL831164.1 378
transcript_2102 scaffold_1071 0 GL831164.1 383
transcript_2102 scaffold_1071 0 GL831603.1 42
transcript_2102 scaffold_1071 0 GL831164.1 420
transcript_2102 scaffold_1071 0 GL831164.1 427
transcript_2102 scaffold_1071 0 GL831164.1 438
transcript_2102 scaffold_1071 0 GL831164.1 442
transcript_2102 scaffold_1071 0 GL831164.1 471
transcript_2102 scaffold_1071 0 GL831164.1 474
transcript_2102 scaffold_1071 0 GL831164.1 478
transcript_2102 scaffold_1071 0 GL831164.1 486
transcript_2102 scaffold_1071 0 GL831603.1 49
transcript_2102 scaffold_1071 0 GL831870.1 5
transcript_2102 scaffold_1071 0 GL831603.1 53
transcript_2102 scaffold_1071 0 GL831181.1 642
transcript_2102 scaffold_1071 0 GL831181.1 647
transcript_2102 scaffold_1071 0 GL831181.1 652
transcript_2102 scaffold_1071 0 GL831181.1 656
transcript_2102 scaffold_1071 0 GL831603.1 8
transcript_2102 scaffold_1071 0 GL831870.1 9
transcript_21020 scaffold_329 2 GL831141.1 71
transcript_21021 scaffold_329 3 GL831139.1 542
transcript_21023 scaffold_329 4 GL831139.1 541
transcript_21024 scaffold_329 5 GL831139.1 540
transcript_21029 scaffold_329 6 GL831139.1 539
transcript_21030 scaffold_329 7 GL831651.1 0
transcript_21030 scaffold_329 7 GL831142.1 208
transcript_21030 scaffold_329 7 GL831139.1 538
transcript_21030 scaffold_329 7 GL831310.1 72
transcript_21033 scaffold_329 8 GL831166.1 415
transcript_21033 scaffold_329 8 GL831135.1 518
transcript_21033 scaffold_329 8 GL831139.1 537
transcript_21034 scaffold_329 9 GL831139.1 536
transcript_21036 scaffold_329 10 GL831139.1 535
transcript_21038 scaffold_329 11 GL831173.1 163
transcript_21038 scaffold_329 11 GL831744.1 2
transcript_21038 scaffold_329 11 GL831164.1 212
transcript_21038 scaffold_329 11 GL831164.1 214
transcript_21038 scaffold_329 11 GL831139.1 708
transcript_21039 scaffold_329 12 GL831139.1 709
transcript_21040 scaffold_329 13 GL831227.1 101
transcript_21047 scaffold_329 14 GL831209.1 16
transcript_21047 scaffold_329 14 GL831428.1 166
transcript_21047 scaffold_329 14 GL831200.1 193
transcript_21047 scaffold_329 14 GL831181.1 212
transcript_21047 scaffold_329 14 GL831428.1 287
transcript_21047 scaffold_329 14 GL831181.1 304
transcript_21047 scaffold_329 14 GL831181.1 497
transcript_21047 scaffold_329 14 GL831139.1 694
transcript_21048 scaffold_329 15 GL831139.1 695
transcript_21049 scaffold_329 16 GL831744.1 3
transcript_21049 scaffold_329 16 GL831184.1 56
transcript_21049 scaffold_329 16 GL831139.1 696
transcript_21049 scaffold_329 16 GL831311.1 74
transcript_21049 scaffold_329 16 GL831141.1 97
transcript_21050 scaffold_329 17 GL831139.1 697
transcript_21054 scaffold_329 18 GL831139.1 698
transcript_21056 scaffold_329 19 GL831190.1 100
transcript_21056 scaffold_329 19 GL831190.1 12
transcript_21056 scaffold_329 19 GL831151.1 147
transcript_21056 scaffold_329 19 GL831190.1 192
transcript_21056 scaffold_329 19 GL831428.1 204
transcript_21056 scaffold_329 19 GL831200.1 219
transcript_21056 scaffold_329 19 GL831428.1 309
transcript_21056 scaffold_329 19 GL831190.1 312
transcript_21056 scaffold_329 19 GL831151.1 351
transcript_21056 scaffold_329 19 GL831151.1 388
transcript_21056 scaffold_329 19 GL831190.1 400
transcript_21056 scaffold_329 19 GL831200.1 445
transcript_21056 scaffold_329 19 GL831428.1 485
transcript_21056 scaffold_329 19 GL831428.1 50
transcript_21056 scaffold_329 19 GL831190.1 549
transcript_21056 scaffold_329 19 GL831190.1 623
transcript_21056 scaffold_329 19 GL831190.1 696
transcript_21056 scaffold_329 19 GL831139.1 702
transcript_21058 scaffold_329 20 GL831181.1 174
transcript_21058 scaffold_329 20 GL831200.1 186
transcript_21058 scaffold_329 20 GL831428.1 205
transcript_21058 scaffold_329 20 GL831209.1 27
transcript_21058 scaffold_329 20 GL831181.1 305
transcript_21058 scaffold_329 20 GL831428.1 310
transcript_21058 scaffold_329 20 GL831181.1 419
transcript_21058 scaffold_329 20 GL831181.1 498
transcript_21058 scaffold_329 20 GL831689.1 8
transcript_21059 scaffold_329 21 GL831201.1 12
transcript_21059 scaffold_329 21 GL831162.1 338
transcript_21059 scaffold_329 21 GL831162.1 466
transcript_21059 scaffold_329 21 GL831428.1 471
transcript_21059 scaffold_329 21 GL831175.1 53
transcript_21059 scaffold_329 21 GL831428.1 59
transcript_21059 scaffold_329 21 GL831139.1 704
transcript_21060 scaffold_329 22 GL831317.1 17
transcript_21060 scaffold_329 22 GL831139.1 705
transcript_21063 scaffold_329 23 GL831139.1 706
transcript_21064 scaffold_329 24 GL831172.1 116
transcript_21064 scaffold_329 24 GL831139.1 555
transcript_21065 scaffold_329 25 GL831139.1 556
transcript_21065 scaffold_329 25 GL831139.1 558
transcript_21065 scaffold_329 25 GL831139.1 560
transcript_21065 scaffold_329 25 GL831139.1 562
transcript_21066 scaffold_33 0 GL831158.1 101
transcript_21066 scaffold_33 0 GL831158.1 103
transcript_21066 scaffold_33 0 GL831158.1 105
transcript_21066 scaffold_33 0 GL831158.1 107
transcript_21066 scaffold_33 0 GL831158.1 111
transcript_21066 scaffold_33 0 GL831158.1 114
transcript_21066 scaffold_33 0 GL831158.1 116
transcript_21066 scaffold_33 0 GL831159.1 301
transcript_21066 scaffold_33 0 GL831159.1 303
transcript_21066 scaffold_33 0 GL831159.1 306
transcript_21066 scaffold_33 0 GL831159.1 308
transcript_21066 scaffold_33 0 GL831159.1 311
transcript_21066 scaffold_33 0 GL831334.1 78
transcript_21066 scaffold_33 0 GL831334.1 81
transcript_21066 scaffold_33 0 GL831158.1 87
transcript_21066 scaffold_33 0 GL831158.1 89
transcript_21066 scaffold_33 0 GL831158.1 91
transcript_21066 scaffold_33 0 GL831158.1 93
transcript_21066 scaffold_33 0 GL831158.1 95
transcript_21066 scaffold_33 0 GL831158.1 97
transcript_21066 scaffold_33 0 GL831158.1 99
transcript_21068 scaffold_33 1 GL831158.1 86
transcript_21069 scaffold_33 2 GL831158.1 85
transcript_2107 scaffold_1071 1 GL831870.1 1
transcript_2107 scaffold_1071 1 GL831603.1 12
transcript_2107 scaffold_1071 1 GL831409.1 13
transcript_2107 scaffold_1071 1 GL831603.1 14
transcript_2107 scaffold_1071 1 GL831870.1 14
transcript_2107 scaffold_1071 1 GL831186.1 189
transcript_2107 scaffold_1071 1 GL831603.1 2
transcript_2107 scaffold_1071 1 GL831603.1 34
transcript_2107 scaffold_1071 1 GL831164.1 375
transcript_2107 scaffold_1071 1 GL831164.1 386
transcript_2107 scaffold_1071 1 GL831164.1 425
transcript_2107 scaffold_1071 1 GL831164.1 434
